"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"1497","rayyan-879586630","The versatile, changing, and advancing roles of fish in sediment toxicity assessment-a review",2011,1,1,"","14390108",11,1,"","Hallare A.V., Seiler T.-B., Hollert H.","","","Springer Verlag",NA,"Purpose: Sediments serve as integral and dynamic parts of our aquatic systems. Within the last 15 to 20 years, however, the scientific community has begun noticing deterioration of sediment quality at an alarming rate worldwide. Sediments are now harboring hazardous pollutants that can directly influence water quality, thereby creating very stressful conditions for aquatic life. As a consequence, global efforts were initiated in the early 1970s, to find ways to assess sediment quality. Because of their obvious ecological and economic significance, fish have remained a major taxonomic group for appraising the general quality of aquatic systems. However, for sediment risk assessment, fish have lagged behind invertebrates due to their mobility and generally, pelagic lifestyle. To our knowledge, this is the first paper that comprehensively presents and reviews the versatile role of fish in assessing the state of health of aquatic sediments. Main features: Through a literature search of the more relevant and/or more recent studies, this review attempted to trace the development of the various approaches as well as to describe the future prospects of using fish as sentinels for sediment quality assessment. Initially, the use of whole fish (juveniles or adults) bioassays contributed immensely to our understanding of sediment contamination and ecotoxicology. But due to economic as well as ethical issues linked to the use of live vertebrates for toxicity testing, the approach has shifted to using fish cell cultures and fish embryos. Much newer approaches involving receptors and gene arrays in fish cells to elucidate the mode of action of sediment-borne contaminants are very promising. The review paper also lists and explores some of the issues associated with the use of juvenile or adult fish, fish cell cultures, fish embryos, and fish gene expression profiles in sediment toxicity evaluations to stimulate further discussions, and hopefully, to serve as benchmark for future handling of similar or related aspects of fish utilization in sediment risk assessment. Conclusions and perspectives: Overall, the present review has comprehensively explored the changing and progressing roles of fish in sediment toxicity evaluation. Indeed the usefulness of this taxon as test organisms has provided a significant contribution to the advancement of sediment toxicology. However, despite the quite optimistic and bright future for these current procedures, a number of issues and problems remain. Therefore, efforts to develop new technologies and to refine current methods and approaches continue to challenge many laboratories worldwide. © 2010 Springer-Verlag.","","10.1007/s11368-010-0302-7","",NA,NA
"1498","rayyan-879586631","Long-term disruption of growth, reproduction, and behavior after embryonic exposure of zebrafish to PAH-spiked sediment",2014,1,1,"","09441344",21,24,"","Vignet C., Devier M.-H., Le Menach K., Lyphout L., Potier J., Cachot J., Budzinski H., Bégout M.-L., Cousin X.","","","Springer Verlag",NA,"A natural sediment spiked with three individual polycyclic aromatic hydrocarbons (PAHs; pyrene, phenanthrene and benzo[a]pyrene) was used to expose zebrafish embryos and larvae during 4 days. The total PAH concentration was 4.4 μg g−1 which is in the range found in sediment from contaminated areas. Quantification of metabolites in the larvae after exposure confirmed the actual contamination of the larvae and indicated an active metabolism especially for pyrene and benzo[a]pyrene. After a transfer in a clean medium, the larvae were reared to adulthood and evaluated for survival, growth, reproduction, and behavior. Measured endpoints revealed a late disruption of growth (appearing at 5 months) and a trend toward a lower reproductive ability. Adults of embryos exposed to sediment spiked with PAHs displayed lethargic and/or anxiety-like behaviors. This latter behavior was also identified in offspring at larval stage. All together, these effects could have detrimental consequences on fish performances and contribution to recruitment. © 2014, Springer-Verlag Berlin Heidelberg.","","10.1007/s11356-014-2585-5","",24659400,NA
"1499","rayyan-879586632","The zebrafish embryotoxicity test (ZET) for nanotoxicity assessment: from morphological to molecular approach",2019,1,1,"","02697491",252,NA,"","Pereira A.C., Gomes T., Ferreira Machado M.R., Rocha T.L.","","","Elsevier Ltd",NA,"A critical review about the use of the zebrafish embryotoxicity test (ZET) on nanotoxicity assessments. © 2019 Elsevier LtdNanotechnology and use of nanomaterials (NMs) improve life quality, economic growth and environmental health. However, the increasing production and use of NMs in commercial products has led to concerns about their potential toxicity on human and environment health, as well as its toxicological classification and regulation. In this context, there is an urgent need to standardize and validate procedures for nanotoxicity testing. Since the zebrafish embryotoxicity test (ZET) has been indicated as a suitable approach for the toxicity assessment of traditional and emergent pollutants, the aim of this review is to summarize the existing literature on embryotoxic and teratogenic effects of NMs on zebrafish. In addition, morphological changes in zebrafish embryos induced by NMs were classified in four reaction models, allowing classification of the mode of action and toxicity of different types of NM. Revised data showed that the interaction and bioaccumulation of NMs on zebrafish embryos were associated to several toxic effects, while the detoxification process was limited. In general, NMs induced delayed hatching, circulatory changes, pigmentation and tegumentary alterations, musculoskeletal disorders and yolk sac alterations on zebrafish embryos. Recommendations for nanotoxicological tests are given, including guidance for future research. This review reinforces the use of the ZET as a suitable approach to assess the health risks of NM exposure. © 2019 Elsevier Ltd","","10.1016/j.envpol.2019.06.100","",31325757,NA
"1500","rayyan-879586633","Differentiation between bioavailable and total hazard potential of sediment-induced DNA fragmentation as measured by the comet assay with zebrafish embryos",2007,1,1,"","14390108",7,6,"","Kosmehl T., Krebs F., Manz W., Braunbeck T., Hollert H.","","","",NA,"Goals, Scope and Background. While water quality strongly improved over decades in the Rhine River, sediments still reflect elapsed contaminations of organic pollutants and heavy metals. In comparing genotoxic effects induced by both sediment extracts and whole sediments, a ratio of bioavailable toxicity and total extractable toxicity is obtained. Since contaminated sites whose contaminants are toxic and as well bioavailable present an elevated risk to the ecosystem, such ratios may be used as a warning signal to identify sites of primary concern. Methods. Accordingly, two different exposure scenarios were compared to reveal the genotoxic potential of 18 sediment samples derived from 9 sample sites along the River Rhine. For assessment of effects on genome integrity, DNA fragmentation was measured using the comet assay with primary cells isolated from zebrafish embryos previously exposed to either organic sediment extracts or freeze-dried sediments at sublethal concentrations. Additionally, chemical data were used to determine responsible pollutants and correlate them with biological effects. Results. Whereas 17 out of 18 sediment extracts caused significant DNA damage to the embryo cells, only 4 native sediments showed a genotoxic potential. Thus, under field-like exposure conditions, a major part of potentially genotoxic compounds seem to remain particle-bound and ineffective, as shown for whole sediment exposure. Conversely, the organic extracts seem to contain enriched concentrations even of hardly soluble substances. Hence, organic extracts may be used as a screening tool to address potentially polluted sites, even though the relevance of these results for the field situation may be questionable. Investigations on native sediments determined few sites with bioavailable and therefore ecologically most relevant genotoxic sediment compounds. Discussion. However, these results may underestimate the total hazard potential of sample sites with hardly bioavailable substances. Chemical data revealed a variety of anthropogenic pollutants, ranging from PAHs to heavy metals. Nevertheless, chemical data on the measured priority pollutants did not fully explain the pollution pattern of the bioassays but clearly determined substances of concern (e.g., HCB, heavy metals) in particular sample sites. Conclusions. There is a striking advantage in assessing the genotoxicity by means of different exposure scenarios that focus on either bioavailable or extractable fractions, as the combination of the results allows obtaining information on specific properties of the genotoxicants and their bioavailability. An additional correlation with chemical data should be required to identify priority pollutants, as long as the responsible contaminant is known a priori. As many studies revealed inherent failures of such a correlation, an effect-driven analysis of pollutants is recommended as a promising tool to identify even non-priority pollutants by means of their ecotoxicological effectiveness. © 2007 ecomed publishers (Verlagsgruppe Hüthig Jehle Rehm GmbH), D-86899 Landsberg and Tokyo.","","10.1065/jss2007.11.261","DNA (Cytosine-5-)-Methyltransferase;Biological Availability;DNA Fragmentation;DNA, B-Form;DNA, A-Form",NA,NA
"1501","rayyan-879586634","A novel contact assay for testing aryl hydrocarbon receptor (AhR)-mediated toxicity of chemicals and whole sediments in zebrafish (Danio rerio) embryos",2014,1,1,"","09441344",22,21,"","Schiwy S., Bräunig J., Alert H., Hollert H., Keiter S.H.","","","Springer Verlag",NA,"The European Water Framework Directive aims to achieve a good ecological and chemical status in surface waters until 2015. Sediment toxicology plays a major role in this intention as sediments can act as a secondary source of pollution. In order to fulfill this legal obligation, there is an urgent need to develop whole-sediment exposure protocols, since sediment contact assays represent the most realistic scenario to simulate in situ exposure conditions. Therefore, in the present study, a vertebrate sediment contact assay to determine aryl hydrocarbon receptor (AhR)-mediated activity of particle-bound pollutants was developed. Furthermore, the activity and the expression of the CYP1 family in early life stages of zebrafish after exposure to freeze-dried sediment samples were investigated. In order to validate the developed protocol, effects of β-naphthoflavone and three selected sediment on zebrafish embryos were investigated. Results documented clearly AhR-mediated toxicity after exposure to β-naphthoflavone (β-NF) and to the sediment from the Vering canal. Upregulation of mRNA levels was observed for all investigated sediment samples. The highest levels of all investigated cyp genes (cyp1a, cyp1b1, cyp1c1, and cyp1c2) were recorded after exposure to the sediment sample of the Vering canal. In conclusion, the newly developed sediment contact assay can be recommended for the investigation of dioxin-like activities of single substances and the bioavailable fraction of complex environmental samples. Moreover, the exposure of whole zebrafish embryos to native (freeze-dried) sediment samples represents a highly realistic and ecologically relevant exposure scenario. © 2014, Springer-Verlag Berlin Heidelberg.","","10.1007/s11356-014-3185-0","Receptors, Aryl Hydrocarbon",24958532,NA
"1502","rayyan-879586635","Effects of sediment eluates and extracts from differently polluted small rivers on zebrafish embryos and larvae",2002,1,1,"","00221112",61,1,"","Strmac M., Oberemm A., Braunbeck T.","","","",NA,"The effects on newly fertilized eggs, embryos and larvae of zebrafish Danio rerio following exposure to sediment samples from the more heavily contaminated River Körsch, southern Germany, occurred earlier and were more prominent than in samples from the less contaminated Krähenbach. Dose- and time-related effects following exposure to Körsch sediment eluates and extracts included: (1) hatching failure and subsequent death of larvae exposed to undiluted aqueous sediment eluates and reduced hatching rates at sediment extract concentrations ≥0.0125%; (2) increased mortality after exposure to 25 and 50% dilutions of aqueous sediment eluates, and dilutions of ≥0.00625% sediment extracts; (3) reduction of heart beat frequency for 50% dilutions of sediment eluates and concentrations of ≥0.025% extracts; (4) increased frequency of heart and yolk sac oedema after exposure to ≥0.0125% sediment extracts. Since adverse effects of sediment extracts observed in zebrafish laboratory tests correlated with reproductive failure in natural populations of brown trout Salmo trutta f. fario in the severely polluted River Körsch, early life stages tests with zebrafish appear to be a suitable tool to assess the contamination rate of natural sediments. © 2002 The Fisheries Society of the British Isles. Published by Elsevier Science Ltd. All rights reserved.","","10.1111/j.1095-8649.2002.tb01734.x","",NA,NA
"1503","rayyan-879586636","Sediment contact tests as a tool for the assessment of sediment quality in German waters",2013,1,1,"","07307268",32,1,"","Feiler U., Höss S., Ahlf W., Gilberg D., Hammers-Wirtz M., Hollert H., Meller M., Neumann-Hensel H., Ottermanns R., Seiler T.-B., Spira D., Heininger P.","","","",NA,"A sediment contact test (SCT) battery consisting of five ecotoxicological test systems was applied to 21 native freshwater sediments characterized by a broad variety of geochemical properties and anthropogenic contamination. Higher plants (Myriophyllum aquaticum), nematodes (Caenorhabditis elegans), oligochaetes (Lumbriculus variegatus), zebrafish embryos (Danio rerio), and bacteria (Arthrobacter globiformis), representing various trophic levels and exposure pathways, were used as test organisms. The test battery detected sediment toxicity caused by anthropogenic pollution, whereas the various tests provided site-specific, nonredundant information to the overall toxicity assessment. Based on the toxicity pattern derived from the test battery, the sediments were classified according to a newly proposed classification system for sediment toxicity assessment. The SCT-derived classification generally agreed well with the application of consensus-based sediment quality guidelines (SQGs), especially with regard to sediments with high toxic potential. For sediments with low to medium toxic potential, the SQGs often underestimated the toxicity that was detected by the SCTs, underpinning the need for toxicity tests in sediment quality assessment. © 2012 SETAC.","","10.1002/etc.2024","",23027525,NA
"1504","rayyan-879586637","Evaluation of cytotoxicity, genotoxicity and teratogenicity of marine sediments from Qingdao coastal areas using in vitro fish cell assay, comet assay and zebrafish embryo test",2010,1,1,"","08872333",24,7,"","Yang F., Zhang Q., Guo H., Zhang S.","","","",NA,"Marine sediments are often a final sink for numerous anthropogenic contaminants and may impose serious effects on benthic organisms and ecosystem. An in vitro cell assay using a cell line derived from flounder gill (FG) cells, an in vitro comet assay in FG cells, and an in vitro zebrafish embryo assay were used to evaluate the in vitro cytotoxicity (measured by MTT reduction), genotoxicity and teratogenicity of crude sediment extracts of Li Cang (LC), Zhan Qiao (ZQ) and Olympic Sailing Center (OSC) from Qingdao coastal area. Sediments from the three sites displayed different cytotoxicity, genotoxicity and teratogenicity potencies; however, all three assays yielded similar LOECs (lowest observed effect concentration) for each site, suggesting that the assays were equally sensitive to and suitable for initial screening of the LOECs of marine sediments. The cytotoxicity, genotoxicity and teratogenicity for these three sampling sites were in the same order of LC > ZQ > OSC, indicating different degrees of contamination. Interestingly, trials with the three sediment extracts at the doses inducing a similar cytotoxicity as evaluated with MTT reduction did not produce similar genotoxicity and teratogenicity, with the genotoxic and teratogenic activities of LC and ZQ extracts being markedly higher than those of OSC sediments. These findings indicate that cytotoxicity does not form a fully equivalent toxicity index with that of genotoxicity and teratogenicity. Therefore, in order to assess the true toxic potential of marine sediments, all three assays should be performed. Analysis of 16 EPA (US Environmental Protection Agency) priority PAHs in these three sediment samples showed a clear correlation between PAH concentrations and sediment toxicities, with a higher PAH content corresponding to higher toxicity although PAHs are surely not the only cause. © 2010 Elsevier Ltd.","","10.1016/j.tiv.2010.07.019","",20656009,NA
"1505","rayyan-879586638","Sediment and salinity effects on the bioaccumulation of sulfamethoxazole in zebrafish (Danio rerio)",2017,1,1,"","00456535",180,NA,"","Chen Y., Zhou J.L., Cheng L., Zheng Y.Y., Xu J.","","","Elsevier Ltd",NA,"The dynamic distribution of a widely used antibiotic sulfamethoxazole between water, sediment and aquatic organisms (zebrafish) was studied in microcosms. Sulfamethoxazole concentrations in water were gradually reduced, while in sediment and zebrafish gradually increased, suggesting active adsorption and bioaccumulation processes occurring. The presence of sediment particles and their interactions with water reduced the bioaccumulation of sulfamethoxazole in zebrafish by 13–28%. The sediment of smaller particle size with more organic carbon content and higher surface area, adsorbed sulfamethoxazole more extensively and decreased its bioaccumulation most significantly. The effect became more severe with increasing salinity in water due to the salting out of sulfamethoxazole, resulting in 24–33% reduction in bioaccumulation. At equilibrium, the distribution of sulfamethoxazole in different phases was quantified, with most sulfamethoxazole being associated with water (97.3%), followed by sedimentary phase (2.7%) and finally zebrafish (0.05%). The findings provided important data for further research into antibiotics fate and bio-uptake in aquatic organisms, and subsequent ecotoxicity. © 2017 Elsevier Ltd","","10.1016/j.chemosphere.2017.04.055","",28431384,NA
"1506","rayyan-879586639","Effects of BDE-209 contaminated sediments on zebrafish development and potential implications to human health",2014,1,1,"","01604120",63,NA,"","Garcia-Reyero N., Escalon B.L., Prats E., Stanley J.K., Thienpont B., Melby N.L., Barón E., Eljarrat E., Barceló D., Mestres J., Babin P.J., Perkins E.J., Raldúa D.","","","Elsevier Ltd",NA,"Polybrominated diphenyl ethers are compounds widely used as flame-retardants, which are of increasing environmental concern due to their persistence, and potential adverse effects. This study had two objectives. First, we assessed if BDE-209 in sediment was bioavailable and bioaccumulated into zebrafish embryos. Secondly, we assessed the potential impact on human and environmental health of bioavailable BDE-209 using human in vitro cell assays and zebrafish embryos. Zebrafish were exposed from 4. h to 8. days post-fertilization to sediments spiked with 12.5. mg/kg of BDE-209. Zebrafish larvae accumulated ten fold more BDE-209 than controls in unspiked sediment after 8. days. BDE-209 impacted expression of neurological pathways and altered behavior of larvae, although BDE-209 had no visible affect on thyroid function or motoneuron and neuromast development. Zebrafish data and in silico predictions suggested that BDE-209 would also interact with key human transcription factors and receptors. We therefore tested these predictions using mammalian in vitro assays. BDE-209 activated human aryl hydrocarbon receptor, peroxisome proliferator activating receptors, CF/b-cat, activator protein 1, Oct-MLP, and the estrogen receptor-related alpha (ERRα) receptor in cell-based assays. BDE-209 also inhibited human acetylcholinesterase activity. The observation that BDE-209 can be bioaccumulated from contaminated sediment highlights the need to consider this as a potential environmental exposure route. Once accumulated, our data also show that BDE-209 has the potential to cause impacts on both human and environmental health. © 2013 Elsevier Ltd.","","10.1016/j.envint.2013.11.012","Humanities;Humanism;Humans",24317228,NA
"1507","rayyan-879586640","The value of zebrafish as an integrative model in effect-directed analysis - a review",2015,1,1,"","21904707",27,1,"","Di Paolo C., Seiler T.-B., Keiter S., Hu M., Muz M., Brack W., Hollert H.","","","Springer Verlag",NA,"Bioassays play a central role in effect-directed analysis (EDA), and their selection and application have to consider rather specific aspects of this approach. Meanwhile, bioassays with zebrafish, an established model organism in different research areas, are increasingly being utilized in EDA. Aiming to contribute for the optimal application of zebrafish bioassays in EDA, this review provides a critical overview of previous EDA investigations that applied zebrafish bioassays, discusses the potential contribution of such methods for EDA and proposes strategies to improve future studies. Over the last 10 years, zebrafish bioassays have guided EDA of natural products and environmental samples. The great majority of studies performed bioassays with embryos and early larvae, which allowed small-scale and low-volume experimental setups, minimized sample use and reduced workload. Biotesting strategies applied zebrafish bioassays as either the only method guiding EDA or instead integrated into multiple bioassay approaches. Furthermore, tiered biotesting applied zebrafish methods in both screening phase as well as for further investigations. For dosing, most of the studies performed solvent exchange of extracts and fractions to dimethyl sulfoxide (DMSO) as carrier. However, high DMSO concentrations were required for the testing of complex matrix extracts, indicating that future studies might benefit from the evaluation of alternative carrier solvents or passive dosing. Surprisingly, only a few studies reported the evaluation of process blanks, indicating a need to improve and standardize methods for blank preparation and biotesting. Regarding evaluated endpoints, while acute toxicity brought limited information, the assessment of specific endpoints was of strong value for bioactivity identification. Therefore, the bioassay specificity and sensitivity to identify the investigated bioactivity are important criteria in EDA. Additionally, it might be necessary to characterize the most adequate exposure windows and assessment setups for bioactivity identification. Finally, a great advantage of zebrafish bioassays in EDA of environmental samples is the availability of mechanism- and endpoint-specific methods for the identification of important classes of contaminants. The evaluation of mechanism-specific endpoints in EDA is considered to be a promising strategy to facilitate the integration of EDA into weight-of-evidence approaches, ultimately contributing for the identification of environmental contaminants causing bioassay and ecological effects. © 2015, Di Paolo et al.; licensee Springer.","","10.1186/s12302-015-0040-y","",NA,NA
"1508","rayyan-879586641","In situ treatment with activated carbon reduces bioaccumulation in aquatic food chains",2013,1,1,"","0013936X",47,9,"","Kupryianchyk D., Rakowska M.I., Roessink I., Reichman E.P., Grotenhuis J.T.C., Koelmans A.A.","","","",NA,"In situ activated carbon (AC) amendment is a new direction in contaminated sediment management, yet its effectiveness and safety have never been tested on the level of entire food chains including fish. Here we tested the effects of three different AC treatments on hydrophobic organic chemical (HOC) concentrations in pore water, benthic invertebrates, zooplankton, and fish (Leuciscus idus melanotus). AC treatments were mixing with powdered AC (PAC), mixing with granular AC (GAC), and addition-removal of GAC (sediment stripping). The AC treatments resulted in a significant decrease in HOC concentrations in pore water, benthic invertebrates, zooplankton, macrophytes, and fish. In 6 months, PAC treatment caused a reduction of accumulation of polychlorobiphenyls (PCB) in fish by a factor of 20, bringing pollutant levels below toxic thresholds. All AC treatments supported growth of fish, but growth was inhibited in the PAC treatment, which was likely explained by reduced nutrient concentrations, resulting in lower zooplankton (i.e., food) densities for the fish. PAC treatment may be advised for sites where immediate ecosystem protection is required. GAC treatment may be equally effective in the longer term and may be adequate for vulnerable ecosystems where longer-term protection suffices. © 2013 American Chemical Society.","","10.1021/es305265x","",23544454,NA
"1509","rayyan-879586642","Lagos lagoon sediment organic extracts and polycyclic aromatic hydrocarbons induce embryotoxic, teratogenic and genotoxic effects in Danio rerio (zebrafish) embryos",2016,1,1,"","09441344",23,14,"","Sogbanmu T.O., Nagy E., Phillips D.H., Arlt V.M., Otitoloju A.A., Bury N.R.","","","Springer Verlag",NA,"An expansion of anthropogenic activity around Lagos lagoon, Nigeria, has raised concerns over increasing contaminants entering the lagoon’s ecosystem. The embryotoxicity, teratogenicity and genotoxicity of sediment organic extracts from four sampling zones around Lagos lagoon, Ilaje, Iddo, Atlas Cove and Apapa, as well as the dominant polycyclic aromatic hydrocarbons (PAHs) identified in water measured during the wet season (naphthalene, phenanthrene, pyrene, benzo[a]pyrene and a mixture of these), were assessed with Danio rerio embryos. Embryos were exposed to varying concentrations of toxicants from 0–72 h post-fertilization (hpf). Embryotoxicity at 72 hpf showed a dose-dependent increase in mortality upon exposure to extracts from all zones, except Atlas Cove. Similarly, higher levels of teratogenic effects, such as increased oedema, and haemorrhage and developmental abnormalities resulted from exposure to extracts from Ilaje, Iddo and Apapa zones. Treatment with single PAHs revealed that significant levels of detrimental effects were obtained only for phenanthrene. The modified comet assay revealed that the oxidative damage to DNA was generally low (<12 %) overall for all sediment extracts, but was significantly elevated with Ilaje and Iddo sediment extracts when compared with solvent controls. Oxidative damage was observed with the single PAHs, phenanthrene and benzo[a]pyrene, as well as with the PAH mixture. This study highlights that Lagos lagoon sediment extracts have teratogenic, embryotoxic and genotoxic properties, which are likely due to the high molecular weight PAHs present in the extracts, some of which are known or are suspected human carcinogens. © 2016, The Author(s).","","10.1007/s11356-016-6490-y","Hydrocarbons, Aromatic;Teratogens",27068906,NA
"1510","rayyan-879586643","Impaired anterior swim bladder inflation following exposure to the thyroid peroxidase inhibitor 2-mercaptobenzothiazole part II: Zebrafish",2016,1,1,"","0166445X",173,NA,"","Stinckens E., Vergauwen L., Schroeder A.L., Maho W., Blackwell B.R., Witters H., Blust R., Ankley G.T., Covaci A., Villeneuve D.L., Knapen D.","","","Elsevier B.V.",NA,"Disruption of the thyroid hormone (TH) system, an important mode of action, can lead to ecologically relevant adverse outcomes, especially during embryonic development. The present study characterizes the effects of disruption of TH synthesis on swim bladder inflation during zebrafish early-life stages using 2-mercaptobenzothiazole (MBT), a thyroid peroxidase (TPO) inhibitor. Zebrafish were exposed to different MBT concentrations until 120/168 h post fertilization (hpf) and 32 days post fertilization (dpf), in two sets of experiments, to investigate the effects of TPO inhibition on posterior and anterior swim bladder inflation respectively, as well as whole body thyroid hormone concentrations (triiodothyronine (T3) and its prohormone, thyroxine (T4)). At 120 hpf, MBT did not directly impair posterior chamber inflation or size, while anterior chamber inflation and size was impaired at 32 dpf. As previously shown in amphibians and mammals, we confirmed that MBT inhibits TPO in fish. Whole-body T4 decreased after MBT exposure at both time points, while T3 levels were unaltered. There was a significant relationship between T4 levels and the anterior chamber surface at 32 dpf. The absence of effects on posterior chamber inflation can possibly be explained by maternal transfer of T4 into the eggs. These maternally derived THs are depleted at 32 dpf and cannot offset TPO inhibition, resulting in impaired anterior chamber inflation. Therefore, we hypothesize that TPO inhibition only inhibits swim bladder inflation during late development, after depletion of maternally derived T4. In a previous study, we showed that iodothyronine deiodinase (ID) knockdown impaired posterior chamber inflation during early development. Our findings, in parallel with similar effects observed in fathead minnow (see part I, this issue) suggest that thyroid disruption impacts swim bladder inflation, and imply an important distinction among specific subtypes of TH disrupting chemicals. However, the existence of another - yet unknown - mode of action of MBT impacting swim bladder inflation cannot be excluded. These results can be helpful for delineating adverse outcome pathways (AOPs) linking TPO inhibition, ID inhibition and other TH related molecular initiating events, to impaired swim bladder inflation in fish during early life stages. Such AOPs can support the use of in vitro enzyme inhibition assays for predicting reduced survival due to impaired posterior and anterior chamber inflation. © 2016 Elsevier B.V.","","10.1016/j.aquatox.2015.12.023","Peroxidases;Peroxidase;Thyroid Gland",26818709,NA
"1511","rayyan-879586644","Time-dependent expression and activity of cytochrome P450 1s in early life-stages of the zebrafish (Danio rerio)",2015,1,1,"","09441344",22,21,"","Bräunig J., Schiwy S., Broedel O., Müller Y., Frohme M., Hollert H., Keiter S.H.","","","Springer Verlag",NA,"Zebrafish embryos are being increasingly used as model organisms for the assessment of single substances and complex environmental samples for regulatory purposes. Thus, it is essential to fully understand the xenobiotic metabolism during the different life-stages of early development. The aim of the present study was to determine arylhydrocarbon receptor (AhR)-mediated activity during selected times of early development using qPCR, enzymatic activity through measurement of 7-ethoxyresorufin-O-deethylase (EROD) activity, and protein expression analysis. In the present study, gene expression of cyp1a, cyp1b1, cyp1c1, cyp1c2, and ahr2 as well as EROD activity were investigated up to 120 h postfertilization (hpf) after exposure to either β-naphthoflavone (BNF) or a polycyclic aromatic hydrocarbons (PAH)-contaminated sediment extract from Vering Kanal in Hamburg (VK). Protein expression was measured at 72 hpf after exposure to 20 μg/L BNF. Altered proteins were identified by matrix assisted laser desorption ionization time-of-flight (MALDI-TOF) peptide mass fingerprinting. Distinct patterns of basal messenger RNA (mRNA) expression were found for each of the cyp1 genes, suggesting specific roles during embryonic development. All transcripts were induced by BNF and VK. ahr2 mRNA expression was significantly upregulated after exposure to VK. All cyp1 genes investigated showed a temporal decline in expression at 72 hpf. The significant decline of Hsp 90β protein at 72 hpf after exposure to BNF may suggest an explanation for the decline of cyp1 genes at this time point as Hsp 90β is of major importance for the functioning of the Ah-receptor. EROD activity measured in embryos was significantly induced after 96 hpf of exposure to BNF or VK. Together, these results demonstrate distinct temporal patterns of cyp1 genes and protein activities in zebrafish embryos as well as show a need to investigate further the xenobiotic biotransformation system during early development of zebrafish. © 2015, Springer-Verlag Berlin Heidelberg.","","10.1007/s11356-015-4673-6","Cytochrome P-450 Enzyme System",25994265,NA
"1512","rayyan-879586645","Comparative sensitivity of embryo-larval toxicity assays with African catfish (Clarias gariepinus) and zebra fish (Danio rerio)",2001,1,1,"","15204081",16,6,"","Nguyen L.T.H., Janssen C.R.","","","",NA,"Embryo-larval toxicity tests with the African catfish (Clarias gariepinus) were conducted with five chemicals (Cr, Cd, Zn, NaPCP and malathion) and three environmental samples. The sensitivity of the 5-day assay was compared to that of the 12-day embryo-larval toxicity tests with the zebra fish (Danio rerio). The ratios of the C. gariepinus and D. rerio LC50 values ranged from 0.4 for Cr to 8.9 for Zn. The ratios of subchronic values ranged from 0.25 for NaPCP to 3.1 for Cd indicating a more comparable sensitivity of the two species. For the three sediment pore waters, the ratios were 0.6, 1.1, and 2.4 and the subchronic values were identical for the two species. The results suggest that, considering the short-test duration and its sensitivity, the 5-day embryo-larval tests with C. gariepinus may be a potential alternative for short-term embryo-larval toxicity testing with fish. © 2001 by John Wiley &amp; Sons, Inc.","","10.1002/tox.10018","",11769256,NA
"1513","rayyan-879586646","Perfluoropolyether carboxylic acids (novel alternatives to PFOA) impair zebrafish posterior swim bladder development via thyroid hormone disruption",2020,1,1,"","01604120",134,NA,"","Wang J., Shi G., Yao J., Sheng N., Cui R., Su Z., Guo Y., Dai J.","","","Elsevier Ltd",NA,"Perfluoropolyether carboxylic acids (PFECAs, CF3(OCF2)nCOO−, n = 2–5) are novel alternatives to perfluorooctanoic acid (PFOA) and are widely used in industrial production. However, although they have been detected in surface water and human blood, their toxicities on aquatic organisms remain unknown. We used zebrafish embryos to compare the developmental toxicities of various PFECAs (e.g., perfluoro (3,5,7-trioxaoctanoic) acid (PFO3OA), perfluoro (3,5,7,9-tetraoxadecanoic) acid (PFO4DA), and perfluoro (3,5,7,9,11-pentaoxadodecanoic) acid (PFO5DoDA)) with that of PFOA and to further reveal the key events related to toxicity caused by these chemicals. Results showed that, based on half maximal effective concentrations (EC50), toxicity increased in the order: PFO5DoDA &gt; PFO4DA &gt; PFOA &gt; PFO3OA, with uninflated posterior swim bladders the most frequently observed malformation. Similar to PFOA, PFECA exposure significantly lowered thyroid hormone (TH) levels (e.g., T3 (3,5,3′-L-triiodothyronine) and T4 (L-thyroxine)) in the whole body of larvae at 5 d post-fertilization following disrupted TH metabolism. In addition, the transcription of UDP glucuronosyltransferase 1 family a, b (ugt1ab), a gene related to TH metabolism, increased dose-dependently. Exogeneous T3 or T4 supplementation partly rescued PFECA-induced posterior swim bladder malformation. Our results further suggested that PFECAs primarily damaged the swim bladder mesothelium during early development. This study is the first to report on novel emerging PFECAs as thyroid disruptors causing swim bladder malformation. Furthermore, given that PFECA toxicity increased with backbone OCF2 moieties, they may not be safer alternatives to PFOA. © 2019 The Authors","","10.1016/j.envint.2019.105317","Carboxylic Acids;Thyroid Gland",31733528,NA
